value,value,value,value,value,value,value,value,value,suburbName
38327,41527,44011,43841,46390,40383,30357,35229,39298,MELROSE
46902,52044,51202,54483,52547,53021,48487,45472,51403,WILMINGTON
34812,40949,44897,39080,49424,41371,44662,46321,53908,CALTOWIE
46237,48319,51531,52435,53724,56594,54618,51520,56881,BELALIE EAST
47314,46467,48380,44240,46583,51203,48994,50164,51882,BAROOTA
45295,47350,51855,49049,51241,51796,52562,54012,56536,AVON
47653,50837,53943,55112,54300,54011,51359,52466,54776,FISCHER
36598,51721,48601,42083,41562,46169,44430,43493,42389,LOCHIEL
38636,44388,50265,47338,47104,51688,49785,45512,44950,BARUNGA GAP
58481,58088,65890,52230,59236,53945,52097,51534,50318,REDHILL
46516,47958,46444,46321,47187,48346,54342,53368,54207,FISHERMAN BAY
50164,50780,55482,53818,57247,53310,51835,51430,55965,BEETALOO VALLEY
46445,47327,48575,48393,49192,50233,50154,51624,54476,BUNGAMA
40241,40683,41204,42157,43742,44972,44526,41477,44878,BEAUFORT
45539,51646,58326,47611,62693,53507,57877,41099,36589,KAINTON
47690,48746,51966,50100,51863,49352,49853,51212,52643,BOORS PLAIN
46779,48685,57229,49318,54003,48424,47105,46327,46909,ALFORD
39990,41407,43341,42654,44280,43664,45258,45844,49887,NORTH BEACH
42594,44073,44168,43747,43667,44589,45140,45223,50119,AGERY
46663,57771,67207,60708,59908,59274,56642,53610,50475,BUTE
43193,40691,42601,45874,42908,44067,44783,41023,45548,CLINTON
46368,45688,47153,47166,48107,47921,46872,47383,49752,ARDROSSAN
59959,63658,61881,70904,65548,66437,61039,56171,53514,ARTHURTON
47934,47017,55385,48422,54225,53642,55118,52644,56167,BALGOWAN
39118,40356,41199,39150,42452,43872,44715,42704,46624,BLUFF BEACH
43442,43613,42090,40551,43689,47503,47774,47367,46337,HONITON
31204,33059,38454,33727,34881,38122,44141,39664,43137,COUCH BEACH
43176,40599,43226,34148,45800,41201,48862,39907,47939,CURRAMULKA
42992,44717,45983,44900,46764,46454,45724,47353,52335,PORT VINCENT
40195,43701,49439,43978,42882,44445,51068,48707,52241,PORT GILES
37234,39413,43782,37181,37756,40301,40414,42915,45801,COOBOWIE
62474,63856,64269,62125,60315,61753,65090,67162,67972,IRON BARON
49312,52032,49486,51861,46539,46004,48765,48064,50322,COWELL
41612,41621,46746,48480,49070,40952,42774,35975,32969,ARNO BAY
41800,39964,42963,42158,47851,44956,42957,50491,57593,PORT NEILL
43935,45124,44750,46632,44292,42717,48879,47891,48490,BUTLER
48940,50152,51152,50619,50977,51721,53247,54698,57880,KIRTON POINT
42266,42949,44869,46367,48231,47994,53750,55151,57037,BOSTON
54537,55371,55798,54215,52242,53696,55529,56215,57775,MULLAQUANA
67722,69390,69355,65783,63556,64696,67253,68551,71972,COWLEDS LANDING
43288,45052,38643,42945,47160,46790,60403,61275,60869,EDILILLIE
58324,55774,47912,54483,55839,52697,65457,60177,59653,COCKALEECHIE
32048,37021,41560,47457,39740,29139,46333,40423,23182,BOONERDO
41294,45400,46741,47146,49154,45839,51515,45053,46090,CAMPOONA
44829,47003,49608,44283,47350,46079,50053,36154,39290,BARNA
46566,51839,48894,53075,49321,40351,41414,35015,27776,DARKE PEAK
60598,50919,53087,64457,61123,42069,60819,45583,56533,COOTRA
47032,48147,46774,46163,49999,46694,51986,54621,56229,PANEY
36555,45428,45040,48113,46666,41962,47177,48242,45794,COCATA
38528,40416,44527,40960,45804,48084,47584,45505,47621,BRAMFIELD
41723,45508,47494,45335,46312,45241,49204,48683,51040,CARAWA
45122,47441,49896,48962,51155,50489,52654,53798,56882,BOOKABIE
50701,51897,52587,52868,52060,53478,55317,54956,57866,BLANCHE HARBOR
55519,56911,56810,58245,58040,58239,59355,62212,64532,COOK
58095,61644,61217,69264,70298,69531,71800,74143,71212,ARCOONA
56857,55498,56777,55598,50408,56064,58563,57283,61963,ANDAMOOKA
45025,44546,44653,44911,44697,45067,47938,48224,51216,ALLANDALE STATION
46361,47622,43441,39940,45377,44476,53109,55499,60521,MARLA
88634,89042,91421,84229,84257,91820,96764,99949,103726,OLYMPIC DAM
65509,68907,70193,75529,59405,51186,49492,52772,59707,BOLLARDS LAGOON
40709,38483,37212,46484,46496,40977,42961,38328,44867,ANGEPENA
36962,36167,40512,47719,53675,50912,49919,47451,58646,CROWN POINT
75131,82628,82784,75671,67146,70906,71172,72364,73363,CITY DELIVERY CENTRE
55991,58913,59822,62303,61495,63781,64310,69211,71650,HIGHGATE
77942,79340,75050,72241,71400,73636,73208,76823,82332,EAST PERTH
88466,87075,77407,76353,73960,78391,82551,79692,88743,KINGS PARK
75821,77317,79369,76666,75084,77317,80781,81766,87267,NORTH PERTH
85561,88149,85368,87822,84712,89251,89949,94199,100290,LEEDERVILLE
98535,102146,101644,96103,91425,95806,99931,99714,105912,DAGLISH
124266,133958,131917,130585,144599,134166,141823,148875,152665,BROADWAY NEDLANDS
107429,110909,109963,109929,108739,117648,117531,118087,125935,CLAREMONT
142504,152792,144273,150230,155264,167090,179403,325343,229805,COTTESLOE
108779,123871,115752,121898,121769,135222,137165,136851,154414,MOSMAN PARK
88723,90505,91247,91009,88291,91541,96143,96250,103352,FLOREAT
123354,127102,130228,127170,120958,130267,152668,134673,155436,CITY BEACH
71325,74136,74407,74913,72756,75502,77253,79991,86624,GLENDALOUGH
55241,56287,58350,58367,55994,56689,55296,56003,63528,HERDSMAN
73811,76010,76069,74799,72387,74262,77373,78635,84733,CHURCHLANDS
73948,77364,76005,76317,73678,76347,78599,80098,87189,SCARBOROUGH
78886,82523,80017,79581,80368,79842,86614,85240,92159,CARINE
65656,66005,65033,65233,61944,62954,64364,66724,72100,BALCATTA
57036,58286,59743,56707,55403,56693,58174,60765,64609,HAMERSLEY
70224,71288,71113,70479,66600,69160,70323,71956,77808,DUNCRAIG
57692,58130,58915,57846,55651,57709,58537,60303,64568,GREENWOOD
68558,70626,70028,67957,65663,67735,70171,70772,76628,CRAIGIE
62879,64079,64785,63467,61905,63298,64261,66476,70218,KINGSLEY
61546,63467,63079,61900,60112,60894,62941,65068,70330,BELDON
67739,69631,70326,69206,66684,67941,70159,72105,77457,BURNS BEACH
88439,96638,90048,88477,89705,90496,95882,96061,107954,TRIGG
59797,60495,60921,60416,57823,59219,60351,61905,66379,CLARKSON
60025,61228,60544,59591,57594,58858,60202,61502,65548,BANKSIA GROVE
63265,71732,63287,56909,60351,62861,65612,61857,67982,NOWERGUP
58869,67866,60188,59588,60632,64098,63785,58707,63365,CARABOODA
59892,61358,61318,59773,57500,58224,60143,62045,65355,YANCHEP
58811,62639,62429,60551,57718,59257,60604,62874,66054,BUTLER
59917,59451,60191,58516,57177,58511,60453,62479,67101,TWO ROCKS
57693,60781,54967,52646,49755,51624,54571,55736,62524,CARABAN
47752,60544,63380,60234,56784,62293,66248,66446,81103,BRETON BAY
52987,56934,57473,52803,55841,53056,57129,56502,60730,KARAKIN
88602,93092,91904,90063,84904,91025,92571,94588,104758,COOLBINIA
64872,66072,66099,65805,64675,65408,66031,67517,74213,MAYLANDS
67470,69694,68877,69124,67510,69834,72728,74205,79506,BEDFORD
64338,66532,66917,65761,64539,66591,67356,70548,75107,BAYSWATER
57637,58623,59576,58665,57076,59002,60122,68186,67423,ASHFIELD
65434,67792,67295,64138,62453,63411,64125,65738,69477,BRABHAM
57972,59095,59191,58027,56449,57361,58719,60853,64952,BASKERVILLE
61774,62342,62227,61573,59691,60760,62718,64549,67858,HIGH WYCOMBE
57210,58269,58132,56885,55131,57106,58752,60353,64591,FORRESTFIELD
61825,63591,64012,62700,61756,61013,63007,63861,69397,DIANELLA
61060,63389,63843,62972,60409,60674,61246,62920,69038,DOG SWAMP
48636,49627,49534,48537,46335,47120,48016,49165,53922,BALGA
54382,54881,54461,53254,51561,52817,54043,55927,60450,EMBLETON
51931,52381,51967,51090,49302,50079,51350,53048,56042,BEECHBORO
48701,49197,49273,48282,46915,47548,48456,49537,53131,ALEXANDER HEIGHTS
60991,61800,62109,60822,58915,59611,61193,63124,67426,ASHBY
53063,53521,54167,53437,51425,51715,52603,53610,57044,BALLAJURA
71794,64101,65827,60623,54584,65024,59826,60664,62996,CULLACABARDEE
64484,65568,64610,63259,60668,61903,62837,64834,68104,AVELEY
69544,71285,72329,74650,76303,74006,77191,80065,85105,DARLINGTON
67011,67477,68101,69790,63626,65813,66419,70146,72771,GLEN FORREST
59529,61549,61235,61765,57993,61531,61842,63963,72575,MAHOGANY CREEK
65270,65101,63697,61016,59974,60278,64243,63858,70315,MUNDARING
62454,60683,63334,60871,57238,58814,58830,59839,66908,SAWYERS VALLEY
66419,67357,67076,66055,63267,65239,67567,69086,74474,BICKLEY
57869,69806,75360,71890,79766,66259,62670,64672,72115,GNANGARA
74865,77474,70380,63270,64020,65136,66021,66937,71548,MARIGINIUP
64644,65847,65206,64584,63988,65082,68099,68949,73450,PARKERVILLE
61238,64122,62660,61787,58989,62527,63078,65845,70805,BAILUP
72249,69241,71119,69454,67833,78229,74388,73608,78417,GIDGEGANNUP
63684,64200,63714,61046,60025,61592,64363,65371,71504,AVON VALLEY NATIONAL PARK
66397,71748,80606,76826,80734,74430,81376,87924,86755,MALAGA
66866,68197,67284,64894,62203,64690,67267,70903,76408,BURSWOOD
62627,64345,63264,61768,60649,62930,64576,66490,72632,CARLISLE
48063,48839,48563,48013,46415,47482,47886,48324,53098,BENTLEY
60290,61154,63080,60035,58761,62298,62286,62966,67969,RIVERVALE
62422,64269,64364,61402,58334,60096,60990,63028,67922,ASCOT
55758,56286,55217,54516,51890,53656,55310,57417,61789,CLOVERDALE
73335,74264,78041,83610,83662,77736,79927,75354,82377,WELSHPOOL
52639,53289,52840,51555,49338,50350,50856,51541,56675,BECKENHAM
53273,54061,54011,52910,51127,51836,52736,53312,56481,THORNLIE
51452,52525,51235,49820,48367,49915,50840,51694,54837,MADDINGTON
55866,56079,56516,55535,54066,54630,55432,56322,59978,GOSNELLS
57141,58351,58264,56535,56364,55956,57476,59113,63284,ASHENDON
58131,59387,59467,58272,56465,58122,59377,60728,64528,ARMADALE
67599,66212,66679,65758,59696,64852,65481,67784,76683,OAKFORD
64300,72568,67371,63532,60674,62146,63673,65769,70420,BYFORD
61153,59777,60729,58111,56542,59590,61057,62368,68198,MUNDIJONG
63015,61844,64423,67564,62726,65063,66677,69336,71614,JARRAHDALE
66169,66143,67866,66648,66171,62222,63574,65548,71233,HOPELAND
43442,49631,50839,43101,52606,45988,51455,53408,57022,KEYSBROOK
51122,51692,51486,50300,49171,49864,50179,51468,54855,LANGFORD
65750,65990,65259,63415,62481,66142,65399,66451,72562,FERNDALE
65273,63951,64498,64632,61602,62534,65517,66886,71809,BULL CREEK
63761,66158,64596,63180,60871,62343,63999,65515,69546,BATEMAN
90653,96174,94990,90669,87011,89611,92594,93796,100650,KENSINGTON
70901,74892,72705,71855,69292,70795,73468,74431,80578,COMO
99680,103865,111865,94974,93436,94497,96580,102324,110764,APPLECROSS
71827,73725,70619,70468,68871,71766,73315,74070,80653,ALFRED COVE
61160,61732,61380,59942,57717,59154,60552,62191,66387,CANNING VALE
83556,84056,81809,81882,79230,82431,82185,83295,91143,ATTADALE
72592,75450,76193,74037,71586,75031,76489,78017,84340,BICTON
88595,90041,87497,90763,85053,91007,90481,94021,102140,EAST FREMANTLE
102101,106728,100933,101510,105522,102909,98563,101738,113435,NORTH FREMANTLE
72992,72326,71876,71005,70268,73114,78544,77308,79461,FREMANTLE
60895,54722,50269,50734,53706,61393,59481,62126,61062,ROTTNEST ISLAND
70940,71801,72912,70944,69034,71417,74412,73423,79568,BEACONSFIELD
60082,61664,61745,61244,59595,61299,61876,63535,67616,BIBRA LAKE
64344,65544,66343,64444,61911,63232,64094,65914,70673,ATWELL
66092,68637,76255,68462,64962,59459,57642,57617,65544,HOPE VALLEY
67219,69578,69985,68277,66679,68843,69040,71494,78022,COOGEE
56924,57993,58995,57611,55333,56010,57103,58809,61535,ANKETELL
58550,59053,60136,58874,55961,56565,57246,57708,61796,COOLOONGUP
60001,61841,62693,60766,58385,58895,59750,60816,65097,SAFETY BAY
62330,62244,62165,60596,58283,59400,59745,61463,64853,LEDA
68113,69572,69100,67385,64675,64954,66211,67650,70992,BALDIVIS
63592,64514,65956,64191,60705,61762,61853,62522,65671,PORT KENNEDY
73458,75372,75805,73765,70862,71689,71401,73687,78275,SECRET HARBOUR
61995,64142,66339,64440,62007,63456,63712,65701,69067,GOLDEN BAY
68578,69141,71331,70283,65390,65800,67101,68649,74862,SINGLETON
65255,67027,66451,61575,57611,59902,64541,64323,69149,KARNUP
64266,66370,65115,63509,61087,61691,63646,64344,68062,LAKELANDS
70575,74884,68673,66376,65340,75289,74990,70262,77003,STAKE HILL
77847,63289,63453,63344,64515,64183,66003,69403,75567,MYARA
61132,63342,62579,60696,58524,59697,60990,62290,66256,BLYTHEWOOD
62518,60370,60180,57994,56894,57135,58293,62668,70153,BARRAGUP
62032,63240,63547,61377,59021,59455,60096,64044,67052,BARRAGUP
62313,64420,64408,63424,61110,62697,63001,66313,71382,BOUVARD
61368,59286,60064,59776,58732,59092,60178,59942,63766,BANKSIADALE
54947,59385,58320,57277,58371,61815,65913,62838,69062,BIRCHMONT
61400,63496,64577,61688,59288,60017,61232,63612,66672,HAMEL
52628,50526,49878,52802,45781,49381,52623,51883,57742,YARLOOP
52778,53610,56803,56517,54297,55601,57028,58440,62933,HARVEY
45931,45646,49022,51227,56239,53604,51599,56073,61126,MORNINGTON
52353,61276,56860,58597,59634,55002,55149,57134,60090,BEELA
65095,67109,66998,65966,61313,60955,61220,60970,63953,ALLANSON
66981,71281,70999,65879,65450,64605,68204,69698,76951,ROELANDS
59872,59488,64090,62029,59694,60565,62231,61727,67178,BUREKUP
58728,62051,57492,58430,51948,53939,49857,50695,115911,PICTON
61059,62150,63322,61152,58906,60003,61329,62717,67658,BUNBURY
60633,61092,61412,60808,58721,59185,60032,61425,65348,EATON
63885,65014,66174,63895,61527,61371,63253,64502,68511,AUSTRALIND
61763,62571,58046,57813,58060,58724,61215,109905,68037,CROOKED BROOK
58754,60305,63719,63282,61050,61200,62644,62585,67283,BOYANUP
50549,51774,52512,51260,50003,49979,53358,54383,59401,ARGYLE
43212,25780,41765,49963,47337,44896,41559,48389,57959,LOWDEN
40932,46470,47563,50969,53993,53773,54554,51424,58364,BOYUP BROOK
45512,47837,46998,46909,46197,48911,52665,51629,64658,BRAZIER
42447,44537,43863,44242,45516,44123,43635,44620,51498,BALINGUP
56881,52584,52740,51855,54562,59422,62722,60836,59674,GREENBUSHES
66601,49609,51430,53613,52126,50503,54292,53994,58125,BENJINUP
45692,47102,48005,47544,47781,47555,48401,48784,53484,BALBARRUP
49800,46221,48759,53120,51278,50446,45986,52097,60373,BEEDELUP
40608,42339,48265,44349,42430,40111,42065,43212,47295,BOORARA BROOK
54947,55119,55270,56349,52059,53935,56145,58428,60578,CAPEL
40967,43394,44490,45332,45723,45084,45762,47314,53945,BARRABUP
51843,53988,54200,53180,54840,53039,54111,55922,61152,ABBA RIVER
57364,58844,61450,58788,56692,59062,59646,61520,72270,DUNSBOROUGH
63260,60177,57321,57707,56816,66324,62448,65615,74959,YALLINGUP
47833,52665,58293,52542,51424,55616,54972,57197,64381,BAUDIN
48342,50003,50370,50151,49823,51825,51606,54134,60347,BRAMLEY
42993,42104,44234,44347,41954,49456,45202,50465,53580,BORANUP
44148,46755,41739,41614,40454,43387,40998,44106,50107,ALEXANDRA BRIDGE
41423,40969,44131,40515,41180,41717,42974,44455,49152,AUGUSTA
50832,53722,55006,51225,52288,54136,56402,54656,58513,BADGIN
50539,53963,58179,61190,62880,65429,62598,56621,59839,BALLY BALLY
51319,55165,66103,52115,53936,59074,65017,55720,53621,ALDERSYDE
50219,56076,63401,53194,56852,58329,63514,56531,59687,CODJATOTINE
53048,71757,69469,59669,62089,61094,72717,56306,53441,EAST POPANYINNING
46923,49318,58017,54381,50858,54688,58188,55230,60145,COMMODINE
48831,52969,54360,52556,53389,54769,57038,55053,57137,BOUNDAIN
67459,68666,65319,60468,52474,60205,68796,66156,67428,HIGHBURY
44426,50382,51692,45301,45999,50257,52461,50851,54267,ARTHUR RIVER
52944,59280,72371,53484,57893,63106,74142,63850,67411,BOYERINE
45200,48680,49831,46656,48457,51538,52029,52958,54737,BADGEBUP
52609,62200,64697,49541,50400,56369,60712,55189,59992,BROOMEHILL
43176,51455,55898,50623,54001,59524,56239,53592,48149,BOBALONG
33322,42802,42059,38922,42183,46313,47284,48473,45525,CRANBROOK
43459,43376,52592,47806,61003,66090,63556,78314,59405,TENTERDEN
43361,45067,44816,44982,44563,44869,44663,47284,49513,KENDENUP
40025,43673,45609,45787,45832,47531,47149,48724,51475,DENBARKER
31576,37232,40380,42743,41336,43910,41967,42788,49964,NARRIKUP
36806,46451,39767,59994,40929,39413,37946,40115,82064,REDMOND
39868,51482,49509,51616,55269,59263,43576,53396,56246,CAPE RICHE
47514,49312,49880,50633,49778,51100,52432,53262,57336,ALBANY
44714,45515,46446,44737,43490,44826,45217,48368,54631,BOW BRIDGE
53307,64705,65502,58554,60761,67573,72989,64028,58527,GNOWANGERUP
43372,54430,61408,47939,52330,64566,55000,59466,46303,COWALELLUP
43732,66688,67562,61425,61799,64715,57668,52897,41236,FITZGERALD
39604,62159,58573,57841,62983,69153,58014,63152,47305,AMELUP
74218,82853,89794,76381,69322,72403,75979,68078,50582,NYABING
40605,55090,74253,61829,57635,71318,59329,54171,55233,PINGRUP
42768,60987,70940,61729,59630,65716,59990,52559,55421,FITZGERALD RIVER NATIONAL PARK
64237,67744,63839,59133,61609,54824,56182,59708,70799,HOPETOUN
49881,59224,63683,52607,46776,55718,62415,49043,50869,DUMBLEYUNG
47049,59600,76042,51300,58215,78621,64171,49725,39261,KUKERIN
48160,58081,66084,54326,58747,62133,60894,53185,55590,BEENONG
46278,79141,91955,84788,65997,80434,80085,62316,64236,DUNN ROCK
22074,34652,79575,42228,53436,74684,69207,25406,26081,KARLGARIN
39800,65379,72654,58405,58740,72757,80205,56992,63474,FORRESTANIA
50219,64478,65798,59004,53696,63092,68715,51303,55436,JILAKIN
51663,60205,63332,56542,48153,58119,64941,61908,56050,BENDERING
40994,57508,65941,56014,52022,61531,75915,60206,53842,EMU HILL
41044,55030,55972,49376,54870,60424,62785,56447,56530,EAST WICKEPIN
48142,58509,63946,59459,56289,64417,73189,60407,60636,ADAMSVALE
57446,69369,75988,63220,59902,66789,74814,65676,52757,BADJALING
57386,87113,77955,70715,62398,81727,88725,78257,60278,SHACKLETON
67550,75522,74528,73264,73511,71426,70232,73833,74899,BANNISTER
48324,53108,61519,56628,61844,67120,72493,63965,67640,BORANING
47969,51459,56122,51960,62397,61814,71903,60237,68728,BOKAL
33598,37553,41923,33376,38246,37922,46415,36818,42481,CORDERING
41879,42887,52983,42006,45142,48693,56190,48030,55499,BEAUFORT RIVER
40931,46039,50027,47186,50185,53371,57664,57378,57837,CHERRY TREE POOL
44559,46140,47859,45464,47329,54650,58169,64191,58507,FRANKLAND
35285,38333,42289,45415,41678,40566,41589,44289,46824,BROKE
54280,56303,56947,56211,54425,55792,56248,56452,60050,BUCKLAND
44635,57032,60592,47694,47848,50257,52401,40708,47751,GRASS VALLEY
46653,51410,59179,51079,50598,55721,59855,57861,51913,GREENWOODS VALLEY
49238,56291,63196,55737,57474,60281,64576,60663,59355,CUNDERDIN
48591,60048,69866,57014,56861,56856,73228,51437,53399,DOONGIN
44771,52585,57664,51000,55904,58411,59850,52207,53186,BUNGULLA
48616,53924,58134,57331,56919,58902,73365,58410,59578,GOOMARIN
47252,69814,74318,59610,63643,65582,72393,56939,57017,BRUCE ROCK
48023,55914,52788,65565,59210,73935,73892,62706,66909,BURRACOPPIN
52981,44223,54290,60067,64606,50623,66470,51620,45813,BOODAROCKIN
33472,50863,63029,69272,63973,71583,89547,80896,62994,DULYALBIN
63223,72620,66844,65464,61098,63224,64116,66863,68086,CORINTHIA
59821,60774,61533,59582,60270,59851,61381,60897,66778,BOORABBIN
73423,72972,73488,74890,74282,75745,77530,79928,85822,BINDULI
36229,47614,53576,48026,47061,48904,53007,51013,64513,BOORARA
66458,66060,67154,67622,67313,68789,70181,72464,75379,BOULDER
84376,85714,85975,80705,85838,86598,84679,88883,91694,LEINSTER
52921,52681,54062,54931,58786,58168,58003,58820,60341,LAKE DARLOT
53637,50536,50906,51976,52949,62393,63580,62953,65975,BANDYA
79414,78672,77829,76039,74408,79477,80275,81549,84782,KAMBALDA
55533,52849,52914,53208,51294,50887,52328,56167,57485,BALLADONIA
29112,80762,87916,78317,87932,90520,83818,32770,20796,NORTH CASCADE
72027,80103,77192,97134,87013,92805,104656,77431,96472,LORT RIVER
43946,50631,47498,50559,44014,56296,59569,48384,46739,GIBSON
52621,55857,55479,57049,56956,59728,60777,59163,63341,BANDY CREEK
50471,59993,62218,50882,57528,57009,62122,55825,53221,GOOMALLING
46167,55472,62541,55774,56422,59700,70902,58407,59138,DOWERIN
61637,69717,59857,74007,76817,73792,95749,64383,58259,GOODLANDS
45793,53436,60809,64456,65169,38227,69554,52802,51862,BEACON
47227,49285,53681,52434,64111,50511,57765,50728,51588,BADGERIN ROCK
45491,49756,55960,54268,63914,55872,67814,52754,63050,BENCUBBIN
36768,40123,46107,54610,58205,51782,69811,51767,45822,BARBALIN
54987,63373,66761,65642,68758,60912,77811,58480,63910,COWCOWING
48085,52699,51904,47870,56871,47854,63961,51329,57954,NORTH TRAYNING
42728,46939,52472,51692,54988,48136,55555,42458,54215,BURRAN ROCK
62907,61863,60777,60407,59397,60448,61179,61234,68287,MUCHEA
49441,55493,52558,51578,48125,53253,54590,54129,58014,BINDOON
47327,46589,47391,47749,47026,47273,50562,50953,56453,BAMBUN
42147,37810,41388,39339,47615,41982,51933,29844,40930,WANNAMAL
45605,49337,59002,48176,54573,61529,67648,65042,62899,CATABY
47029,70157,63651,63370,60030,78126,67315,63965,53882,GLENTROMIE
48601,51736,53960,52268,55619,55874,59499,54717,57446,BARBERTON
48143,60599,62540,60922,58146,56070,61182,55096,62621,CERVANTES
64091,67532,73220,65083,59509,62223,82685,53360,53552,GUNYIDI
54704,55420,60899,56100,53511,52685,54713,56206,59164,GREEN HEAD
48407,49445,52983,54218,58254,60848,70597,57260,64650,COOROW
58680,60854,61741,59177,53600,56385,56730,58718,63387,JURIEN BAY
58991,51518,53029,53021,53379,55227,64253,52322,47602,CARNAMAH
48622,53426,65115,45703,55666,44311,52545,40960,50467,ENEABBA
52277,57699,51053,46938,54052,49283,61795,53846,54096,ARRINO
36208,41546,46942,40900,45262,48327,48414,51462,50427,BADGINGARRA
55259,72187,63674,51878,65182,69246,81930,61881,61255,BUNDANOON
61431,65741,63836,59216,57935,59673,62491,60697,63028,ALLANOOKA
56408,61628,50736,45559,53110,52416,65524,53175,52354,MOUNT HILL
59102,60518,59861,59853,58681,59891,61656,61804,65383,BEACHLANDS
62404,61667,62485,61951,61124,61195,67028,63645,68796,AJANA
47464,50218,48081,50031,51224,54553,62384,55215,55253,ALMA
52445,52153,52491,49561,49513,50686,53510,50316,58042,KALBARRI
49857,50053,49693,50496,47953,48307,52061,53307,60672,DENHAM
59903,58707,60092,61552,60960,61331,61992,65162,70225,BEECHINA
55411,54130,54307,56179,55423,53969,57087,60782,61540,WOOROLOO
54257,53177,55403,53989,54190,54626,56024,59491,62707,WUNDOWIE
59483,59488,56892,55492,55337,58328,61169,61057,66088,BAKERS HILL
52630,57340,54705,51094,52822,56326,58553,56239,66941,CLACKLINE
53623,55377,54936,56761,53890,55828,56923,57733,61652,BEJOORDING
61180,55645,53737,57035,58340,55202,51485,52435,62676,DEWARS POOL
43999,60120,63765,50676,54467,61116,71502,59003,59265,BOLGART
45919,52253,58947,56023,49619,58071,69447,61242,46432,CALINGIRI
53039,55334,58755,51698,57612,59251,91695,54658,46931,MILING
54178,58359,58568,52799,52816,56140,61687,59838,60289,KONNONGORRING
56968,57147,58625,49383,54891,44574,76977,59190,62674,BALLIDU
63152,67491,52158,48514,59886,49700,78043,62070,59713,EAST DAMBORING
60518,58355,54142,60862,63274,61946,70825,63733,68821,DALWALLINU
71960,66554,62224,67578,60532,64685,79386,64093,56628,JIBBERDING
51758,49265,52942,49251,51393,36902,52386,50607,55079,BUNJIL
62638,56375,55043,56653,58846,56642,70554,62650,56768,BOWGADA
69525,53225,54806,55251,54489,50146,67877,53655,52011,DEVILS CREEK
43981,49880,43742,46721,55356,46895,50506,45807,45840,SOUTH MURCHISON
52053,53580,49975,51994,55310,55930,55310,51613,60995,COOLADAR HILL
46555,36232,42367,39761,47046,43212,38827,41703,50891,CUE
51397,50841,52798,53757,58183,56918,57187,57509,59069,ANGELO RIVER
39351,45073,47058,49525,46535,45274,41861,46880,49203,LAKE CARNEGIE
49946,51539,53571,53757,53590,52654,53872,54726,60027,BABBAGE ISLAND
62807,63632,62821,63361,61583,62841,63372,64819,71750,CAPE RANGE NATIONAL PARK
100701,117524,122384,109534,103720,97935,85843,83168,92434,CANE
102652,107451,114920,107444,96287,102052,98095,102686,107009,DAMPIER
92395,91825,91938,90316,86335,87356,88482,94421,97857,ANTONYMYRE
99573,99643,105456,98142,100830,99794,101788,106390,107248,FORTESCUE
58458,56315,51862,50115,49962,45076,51695,54838,56459,ROEBOURNE
92762,94391,96167,91987,89655,90865,90992,93568,98248,COSSACK
99841,100909,99725,96676,93501,95560,102022,104370,111043,INDEE
83099,83318,84258,81785,78877,80928,82389,84767,90298,BOODARIE
59351,60073,59096,61238,60838,61438,63308,65376,69806,BILINGURR
63655,64477,63766,62119,61256,61267,60842,62276,69249,CABLE BEACH
57287,58848,54646,55923,54532,51983,51667,53273,62602,CAMBALLIN
60023,62316,59874,58482,53294,52475,50923,54855,57173,DRYSDALE RIVER
60312,62387,60101,60386,61354,62398,62692,65382,70240,CAMBRIDGE GULF
88109,87634,90084,89041,88693,88708,90307,94777,96089,CHICHESTER
88742,89713,89071,86564,81043,83779,85923,87886,94044,JIGALONG
95845,96910,101331,97725,94320,95085,98843,102884,106690,PARABURDOO
53630,58137,58596,59736,55539,54319,58221,58789,61425,MARBLE BAR
45239,45761,46554,47434,45534,45224,44829,46430,50940,FITZROY CROSSING
47712,50085,49553,53455,51175,49047,48142,53025,54297,HALLS CREEK
76395,75328,73953,77740,77203,77720,73240,73323,77763,CHRISTMAS ISLAND
49823,49112,50025,52106,51095,55955,55097,57899,60377,HOME ISLAND COCOS (KEELING) ISLANDS
54404,57819,59423,58498,58473,61502,60157,61457,66517,BATHURST STREET PO
59576,61228,61861,63284,62337,63025,64245,65604,71023,BATTERY POINT
63518,67153,67715,67681,67308,70678,70308,70096,75313,DYNNYRNE
59345,60558,61165,62019,61211,64194,63442,67654,71574,MOUNT NELSON
51717,53616,54529,55216,55677,56811,57596,59750,64087,CORNELIAN BAY
42515,43559,44430,44423,44762,45379,46342,46940,51087,DERWENT PARK
43431,41842,42695,43854,43551,43836,44932,45088,48578,DOWSING POINT
42518,43150,43777,45071,45409,46543,48389,49150,51232,AUSTINS FERRY
43799,46478,47309,48037,48263,49558,52080,53162,54719,COLLINSVALE
48289,49669,50779,51802,52567,54212,56093,56449,59729,FLAGSTAFF GULLY
37624,38750,39362,41367,41980,41707,44473,45236,47228,RISDON VALE
47759,48116,49598,51192,51633,53926,55947,58736,60439,GRASSTREE HILL
48938,50164,51441,52650,52840,55252,56262,57291,61111,BELLERIVE
39634,41088,41946,42282,43294,44597,46714,47934,50582,CLARENDON VALE
51978,53453,54086,56161,56528,57931,58713,61334,63976,CLIFTON BEACH
49550,51381,51892,53296,53003,56060,58300,59487,64326,LAUDERDALE
43674,43576,46654,46595,47674,51324,50768,52024,54203,SOUTH ARM
